iter	Passed	Remaining
321	1218	2565
322	1221	2560
323	1224	2555
324	1228	2550
325	1231	2545
326	1234	2541
327	1238	2536
328	1241	2531
329	1244	2526
330	1247	2521
331	1250	2516
332	1253	2511
333	1257	2506
334	1260	2501
335	1263	2496
336	1266	2492
337	1269	2487
338	1273	2482
339	1276	2477
340	1279	2472
341	1282	2467
342	1285	2462
343	1288	2457
344	1291	2452
345	1294	2447
346	1298	2442
347	1301	2437
348	1304	2433
349	1307	2428
350	1310	2423
351	1314	2419
352	1317	2415
353	1320	2410
354	1324	2405
355	1327	2401
356	1330	2396
357	1333	2392
358	1337	2387
359	1340	2382
360	1343	2378
361	1347	2374
362	1350	2370
363	1353	2365
364	1356	2360
365	1360	2356
366	1363	2352
367	1366	2347
368	1370	2342
369	1373	2338
370	1376	2333
371	1379	2329
372	1382	2324
373	1385	2319
374	1389	2315
375	1392	2310
376	1395	2306
377	1398	2301
378	1402	2297
379	1405	2292
380	1408	2288
381	1411	2284
382	1415	2279
383	1418	2275
384	1421	2270
385	1425	2267
386	1428	2262
387	1431	2258
388	1435	2254
389	1438	2249
390	1441	2245
391	1444	2240
392	1447	2236
393	1451	2231
394	1454	2227
395	1457	2223
396	1460	2218
397	1463	2214
398	1466	2209
399	1470	2205
400	1473	2200
401	1476	2196
402	1479	2192
403	1483	2187
404	1486	2183
405	1489	2179
406	1492	2174
407	1495	2170
408	1498	2165
409	1502	2161
410	1505	2157
411	1508	2153
412	1511	2148
413	1515	2144
414	1518	2140
415	1521	2136
416	1524	2131
417	1527	2127
418	1530	2122
419	1534	2118
420	1537	2114
421	1540	2110
422	1543	2106
423	1547	2101
424	1550	2097
425	1553	2093
426	1556	2089
427	1560	2085
428	1563	2080
429	1566	2076
430	1569	2072
431	1572	2067
432	1576	2063
433	1579	2059
434	1582	2055
435	1585	2051
436	1588	2047
437	1592	2042
438	1595	2038
439	1598	2034
440	1601	2030
441	1605	2026
442	1608	2022
443	1611	2018
444	1614	2014
445	1618	2009
446	1621	2005
447	1624	2001
448	1627	1997
449	1631	1993
450	1634	1989
451	1637	1985
452	1640	1980
453	1643	1977
454	1647	1972
455	1650	1968
456	1653	1964
457	1656	1960
458	1659	1956
459	1662	1951
460	1666	1947
461	1669	1943
462	1672	1939
463	1675	1935
464	1678	1931
465	1681	1927
466	1685	1923
467	1688	1919
468	1691	1915
469	1695	1911
470	1698	1907
471	1701	1903
472	1704	1899
473	1707	1895
474	1711	1891
475	1714	1887
476	1717	1883
477	1720	1879
478	1724	1875
479	1727	1871
480	1730	1867
481	1734	1863
482	1737	1859
483	1740	1855
484	1743	1851
485	1746	1847
486	1750	1843
487	1753	1839
488	1756	1836
489	1760	1832
490	1763	1827
491	1766	1823
492	1769	1819
493	1772	1815
494	1776	1811
495	1779	1807
496	1782	1803
497	1785	1799
498	1788	1795
499	1791	1791
500	1794	1787
501	1798	1783
502	1801	1779
503	1804	1775
504	1807	1771
505	1810	1767
506	1813	1763
507	1817	1759
508	1820	1755
509	1823	1752
510	1826	1748
511	1829	1744
512	1833	1740
513	1836	1736
514	1839	1732
515	1842	1728
516	1846	1724
517	1849	1720
518	1852	1716
519	1855	1712
520	1858	1709
521	1862	1705
522	1865	1701
523	1868	1697
524	1872	1693
525	1875	1689
526	1878	1685
527	1881	1682
528	1884	1678
529	1887	1674
530	1891	1670
531	1894	1666
532	1897	1662
533	1900	1658
534	1904	1654
535	1907	1651
536	1910	1647
537	1913	1643
538	1916	1639
539	1920	1635
540	1923	1631
541	1926	1628
542	1929	1624
543	1933	1620
544	1936	1617
545	1940	1613
546	1943	1609
547	1946	1605
548	1950	1602
549	1954	1598
550	1957	1595
551	1960	1591
552	1964	1587
553	1967	1583
554	1970	1580
555	1974	1576
556	1978	1573
557	1981	1569
558	1984	1565
559	1987	1561
560	1991	1558
561	1994	1554
562	1997	1550
563	2001	1546
564	2004	1543
565	2007	1539
566	2010	1535
567	2013	1531
568	2017	1527
569	2020	1524
570	2023	1520
571	2026	1516
572	2030	1512
573	2033	1509
574	2036	1505
575	2039	1501
576	2043	1497
577	2046	1493
578	2049	1490
579	2052	1486
580	2055	1482
581	2058	1478
582	2062	1475
583	2065	1471
584	2068	1467
585	2071	1463
586	2074	1459
587	2078	1456
588	2081	1452
589	2084	1448
590	2088	1445
591	2091	1441
592	2094	1437
593	2097	1433
594	2101	1430
595	2104	1426
596	2107	1422
597	2110	1418
598	2113	1415
599	2117	1411
600	2120	1407
601	2123	1403
602	2126	1400
603	2130	1396
604	2133	1392
605	2136	1389
606	2139	1385
607	2143	1381
608	2146	1377
609	2149	1374
610	2152	1370
611	2155	1366
612	2159	1363
613	2162	1359
614	2165	1355
615	2168	1352
616	2172	1348
617	2175	1344
618	2178	1341
619	2181	1337
620	2184	1333
621	2188	1329
622	2191	1326
623	2194	1322
624	2198	1319
625	2201	1315
626	2204	1311
627	2208	1307
628	2211	1304
629	2214	1300
630	2217	1296
631	2220	1293
632	2224	1289
633	2227	1285
634	2230	1282
635	2233	1278
636	2237	1274
637	2240	1271
638	2243	1267
639	2246	1263
640	2249	1260
641	2252	1256
642	2256	1252
643	2259	1248
644	2262	1245
645	2265	1241
646	2268	1237
647	2272	1234
648	2275	1230
649	2278	1226
650	2281	1223
651	2284	1219
652	2287	1215
653	2290	1212
654	2294	1208
655	2297	1204
656	2300	1201
657	2303	1197
658	2306	1193
659	2310	1190
660	2313	1186
661	2316	1182
662	2319	1179
663	2323	1175
664	2326	1171
665	2329	1168
666	2332	1164
667	2336	1161
668	2339	1157
669	2342	1153
670	2345	1150
671	2348	1146
672	2351	1142
673	2355	1139
674	2358	1135
675	2361	1131
676	2365	1128
677	2368	1124
678	2371	1121
679	2374	1117
680	2377	1113
681	2381	1110
682	2384	1106
683	2387	1103
684	2390	1099
685	2393	1095
686	2397	1092
687	2400	1088
688	2403	1084
689	2406	1081
690	2409	1077
691	2413	1074
692	2416	1070
693	2419	1066
694	2422	1063
695	2425	1059
696	2429	1056
697	2432	1052
698	2435	1048
699	2438	1045
700	2441	1041
701	2445	1037
702	2448	1034
703	2451	1030
704	2454	1027
705	2457	1023
706	2461	1019
707	2464	1016
708	2467	1012
709	2470	1009
710	2473	1005
711	2476	1001
712	2480	998
713	2483	994
714	2486	991
715	2489	987
716	2492	983
717	2496	980
718	2499	976
719	2502	973
720	2505	969
721	2508	965
722	2511	962
723	2515	958
724	2518	955
725	2521	951
726	2525	948
727	2528	944
728	2532	941
729	2535	937
730	2538	934
731	2541	930
732	2544	926
733	2547	923
734	2551	919
735	2554	916
736	2557	912
737	2560	909
738	2563	905
739	2566	901
740	2570	898
741	2573	894
742	2576	891
743	2579	887
744	2582	883
745	2585	880
746	2588	876
747	2592	873
748	2595	869
749	2598	866
750	2602	862
751	2605	859
752	2608	855
753	2611	852
754	2615	848
755	2618	845
756	2621	841
757	2624	837
758	2628	834
759	2631	830
760	2634	827
761	2637	823
762	2640	820
763	2644	816
764	2647	813
765	2650	809
766	2653	806
767	2656	802
768	2659	798
769	2662	795
770	2665	791
771	2668	788
772	2671	784
773	2674	781
774	2678	777
775	2681	773
776	2684	770
777	2687	766
778	2690	763
779	2693	759
780	2697	756
781	2700	752
782	2703	749
783	2706	745
784	2709	742
785	2712	738
786	2716	735
787	2719	731
788	2722	728
789	2725	724
790	2729	721
791	2732	717
792	2735	714
793	2738	710
794	2742	707
795	2745	703
796	2748	700
797	2751	696
798	2754	693
799	2758	689
800	2761	686
801	2764	682
802	2767	678
803	2770	675
804	2773	671
805	2776	668
806	2779	664
807	2782	661
808	2785	657
809	2788	654
810	2792	650
811	2795	647
812	2798	643
813	2801	640
814	2804	636
815	2807	633
816	2810	629
817	2813	626
818	2817	622
819	2820	619
820	2823	615
821	2826	612
822	2829	608
823	2832	605
824	2836	601
825	2839	598
826	2842	594
827	2845	591
828	2848	587
829	2851	584
830	2855	580
831	2858	577
832	2861	573
833	2864	570
834	2867	566
835	2871	563
836	2873	559
837	2877	556
838	2880	552
839	2883	549
840	2886	545
841	2890	542
842	2893	538
843	2896	535
844	2899	531
845	2902	528
846	2905	524
847	2908	521
848	2911	517
849	2915	514
850	2918	510
851	2921	507
852	2924	504
853	2927	500
854	2931	497
855	2934	493
856	2937	490
857	2940	486
858	2943	483
859	2946	479
860	2949	476
861	2952	472
862	2956	469
863	2959	465
864	2963	462
865	2965	458
866	2969	455
867	2973	452
868	2976	448
869	2979	445
870	2983	441
871	2986	438
872	2989	434
873	2992	431
874	2996	428
875	2999	424
876	3002	421
877	3005	417
878	3008	414
879	3011	410
880	3014	407
881	3017	403
882	3021	400
883	3024	396
884	3027	393
885	3029	389
886	3032	386
887	3035	382
888	3038	379
889	3041	375
890	3044	372
891	3048	369
892	3051	365
893	3054	362
894	3057	358
895	3060	355
896	3064	351
897	3067	348
898	3070	344
899	3073	341
900	3076	338
901	3080	334
902	3083	331
903	3086	327
904	3089	324
905	3092	320
906	3095	317
907	3098	313
908	3101	310
909	3104	307
910	3108	303
911	3111	300
912	3114	296
913	3117	293
914	3121	289
915	3123	286
916	3126	283
917	3130	279
918	3133	276
919	3136	272
920	3139	269
921	3142	265
922	3145	262
923	3148	259
924	3152	255
925	3155	252
926	3158	248
927	3161	245
928	3164	241
929	3168	238
930	3171	235
931	3174	231
932	3177	228
933	3180	224
934	3183	221
935	3186	217
936	3189	214
937	3192	211
938	3195	207
939	3198	204
940	3201	200
941	3204	197
942	3207	193
943	3210	190
944	3214	187
945	3217	183
946	3220	180
947	3223	176
948	3226	173
949	3229	169
950	3232	166
951	3235	163
952	3238	159
953	3241	156
954	3244	152
955	3247	149
956	3250	146
957	3253	142
958	3256	139
959	3259	135
960	3263	132
961	3265	129
962	3269	125
963	3272	122
964	3275	118
965	3278	115
966	3281	111
967	3285	108
968	3288	105
969	3290	101
970	3294	98
971	3297	94
972	3300	91
973	3303	88
974	3306	84
975	3309	81
976	3312	77
977	3316	74
978	3320	71
979	3323	67
980	3326	64
981	3329	61
982	3332	57
983	3336	54
984	3339	50
985	3342	47
986	3345	44
987	3348	40
988	3351	37
989	3355	33
990	3358	30
991	3362	27
992	3365	23
993	3368	20
994	3372	16
995	3375	13
996	3379	10
997	3382	6
998	3385	3
999	3389	0
